subject,version,character,coherence,lag,plot,response,rt,stimulus,word_count
413,24,Charles,mainplot,mainplot,mainplot,"{""Q0"":""In the beginning, Charles Bort was sitting at his desk, fretting about how to get the perfect picture of the mayor for his article. This picture and article was his chance to finally get the promotion he deserved. At first, Charles was wearing a brown jacket with a white undershirt and a yellow scarf. While sitting at his desk, he was eating a bowl of Greek Yogurt. Later, Charles left to go to the mayor's press conference. The mayor's office was crowded, so Charles made his way to the front of the crowd, right in front of the podium. Apparently, the mayor was running late to pick up his daughter from school, and Charles and the other reporters were talking while waiting. When the mayor finally showed up, Charles was waiting to find the perfect picture, one where the mayor was not smiling. He wanted to show the city who the mayor actually was. Luckily, someone in the crowd shouted at the mayor for support the graffiti on local buildings. The mayor turned, staring right down at Charles and glared. Charles quickly snapped the shot. He had found his perfect picture. He then quickly raced back to the office and uploaded the picture to an email to the head editor of his newspaper. \n\nThe next day, Charles met with his mother, Ethel. This time he was wearing a blue sweater with a plaid cap on his head. Charles rode a red double-decker bus to meet this mother at the park. On the bus, he found an empty seat and stared into space. While at the park with his mom, they talked about Charles career, and his mother said that he needed to find someone special in his life. Charles said he didn't need someone special; he just needed to focus on getting this promotion and his life would be better. While they talked, they ate a tuna salad sandwich, apple slices, and cheese. Charles asked his mother what she thought about his picture. His mother was confused and asked what picture he was talking about. Charles pulled up the article using his smartphone, and, to his surprise, he saw a picture of the mayor happily smiling in the article he wrote. Charles was furious. The newspaper didn't use his picture. Charles raced to his office and spoke with the secretary. The secretary told him that the editor was very busy and could not see Charles today. Charles kept arguing with the secretary, and finally the secretary told him to take a seat. Charles then met with the editor and asked why he didn't use his picture. The editor said that it was because Charles didn't do his job. Charles was confused, but then remembered that he had never pressed send on his email. He quickly and angrily left his boss's office. ""}",617782.2,NA,472
415,13,Sandra,unrelated,long,sideplot,"{""Q0"":""She was a close friend of charles bort, she clearly trusted him because she asked him for advice. She seemed level-headed and normal""}",182933.5,NA,23
415,13,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin was also a close, trusted friend of Charles bort. I dont remember anything about him. I think he had an accent? I believe he was another reporter at the mayor frank press conference""}",185229.7,NA,34
415,13,Johnny,unrelated,short,sideplot,"{""Q0"":""This dude was super weird. He had only one interaction with charles bort but it was extremely memorable because of how unusual it was. He was asking charles if he had seen his recipe, he continued and said it was his grandmothers and there was only one copy and he needed to make it tonight. This was also super strange because the scene that he was introduced was in the middle of mayor franks press conference, and it just cut out of nowhere to this guy. He was dressed somewhat sketchy/inordinarily, wearing black I think.""}",180454.1,NA,95
415,13,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice was a close friend of charles bort as well. She was first introduced when she called charles to ask for advice about her situation with her girlfriend. She said she and her girlfriend were going through a rough patch and wanted ot get a dog to help them through it. But it actually made things worse because her girlfriend bought a lab with a pink collar which is the opposite of what beatrice wanted. So they broke up and charles was very comforting about it and I think beatrice asked to sleep on charles's couch. Or was that melvin doyle?""}",182461.3,NA,101
415,13,Charles,mainplot,mainplot,mainplot,"{""Q0"":""He comes off as a very good guy, devoted to his work, his family and friends. He is super invested in taking down mayor frank, a dirty/shady politician, which is a very noble thing to do. He works extremely hard based on the piles of papers on his desk, and he is chasing a promotion. He tells this to his mother, which I should add he seems very sweet for meeting up with his mother at his age, for some reason it seemed like getting a coffee is a thing they do often. He is also very devoted to his friends; essentially every side character called to ask him for help or advice or even just to listen and he did that. He even offered someone to sleep on his couch while they sorted their own stuff, He also seemed concerned when johnny pratt started talking to him about the recipe, which is also really good because he appeared to not know him. He was always well dressed and had a good attitude. Excepot for his work, he seemed to be frustrated.""}",371329.7,NA,182
416,4,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin was trying to go on a date so he was calling Charles on the phone to talk to him. He called him twice total and once was while Charles was waiting to take a photo of the mayor. ""}",180467.9,NA,40
416,4,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice small was one of the first people to call Charles. This was while he was prepping for the photo of the mayor or he had just found out he had to take the photo. She was telling him about issues with her wife. She later called Charles again to update him about the situation. ""}",181346.7,NA,56
416,4,Johnny,unrelated,short,sideplot,"{""Q0"":""Johnny pratt called Charles as well. I think he was telling Charles about some guy? I don't remember if this guy was his boyfriend or not but I do remember a picture of a man popping up on the screen. I remember that he also called Charles later a second time to tell him something. ""}",180853.3,NA,56
416,4,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra Mayes first called Charles to ask him advice because she was going on a blind date. She told charles she wished she knew what the guy looked like who she was going on a date with and charles told her the whole point of a blind date is that you don't know what they look like. She mentioned something about not wanting to see a blonde guy with a beard. Later she called Charles a second time telling him how she waited but her date did not show up and so she left. While she was leaving the restaurant a blonde guy with a beard walked in. ""}",180602.7,NA,109
416,4,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles bort works for a news paper company and I think he is a journalist. We first saw him in his office with the messy folders on his desk. He frequently got calls from all of his friends. He found out from his boss that he had to take a photo of the mayor soon. His boss lent him a bike and he went to town hall to take the photo. He waited for a while in a crowd of people. Finally the mayor showed up and he got a great photo of him. He went back to his office and was going to finish the article and send the photo to his boss. I think he called the mayor a crook because he did something bad. The next day he telling one of his friends how he thinks he made the front page with his amazing photo but the friend on facetime says no you didn't the photo is on the third page. Charles is shocked and sees the paper and it isn't even his photo! He goes to his boss upset when the boss says Charles never sent the photo to him. Charles realizes he forgot to press send, most likely due to a video call from one of his friends. ""}",368949.8,NA,214
417,15,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra Mayes is friends with the main character. She has a blind date with a man with long blond hair, sideburns, and a leather jacket. The man is 20 minutes late for the date, and when Sandra leaves the meeting place for the date, the man passes by and enters. ""}",181011.9,NA,51
417,15,Johnny,unrelated,short,sideplot,"{""Q0"":""Johnny Pratt is friends with the main character. He runs into the main character when he is outside the mayor's hall and asks the main character if he has seen a recipe. He needs the recipe because he wants to cook for his boyfriend, who is upset with him. ""}",183042.6,NA,50
417,15,Beatrice,unrelated,long,sideplot,"{""Q0"":""Beatrice Small is a friend of the main character. She calls the main character and asks him if her and her girlfriend should get a Lab or a Pug for a dog. The main character tells her to go to the adoption shelter and see which one suits them best, and she says that this is a great idea. ""}",180379.5,NA,60
417,15,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin Doyle is a friend of the main character. He is an actor. He calls the main character to let him know that he is starring in Shakespeare's Hamlet. He sings falsetto. ""}",180428.1,NA,33
417,15,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is the main character of the story. He is a photographer for a newspaper. He wears a yellow scarf and his desk is right in front of the door leading into the hallway. He is very excited because he has the chance to take a photo of the mayor and this photo will hopefully get him a promotion. He has to take his boss's bike to the mayor's office because he is in a rush to get there. At the mayor's office, he thinks he gets the perfect picture for the newspaper. A couple days later, he gets lunch with his mom in the park, and they eat tuna salad sandwiches. Charles asks his mom if she saw his photo in the newspaper, but his mom says no. He looks at the newspaper on his phone and he sees a different photo of the mayor than the one he took. He angrily asks his boss why his photo wasn't the one used, and his boss said it was because he never got a photo from Charles. Charles then remembers that he forgot to press send on the email that had the photo. ""}",360380.7,NA,195
418,7,Beatrice,unrelated,short,sideplot,"{""Q0"":""She has a girlfriend and they are trying to decide what kind of dog to get. They either want a corgi or a laborador (Beatrice does not want the laborador). She called Charles (photographer dude) to tell him about this, as it is a point of contention within her relationship, and he suggested she and her girlfriend go to the animal shelter and look for a dog (she liked this idea). She was wearing a green button up blouse. She also injured her arm while riding her bike, however, she was in the middle of a race, so she continued to bike and finished strong. She said this injury was a minor one and seemed to be unconcerned by it. She suggested to Charles that he should ride his bike with her one day. ""}",219083,NA,135
418,7,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin doyle is an aspiring actor, and he called Charles (photographer dude) to excitedly tell him about a shakespearean (Hamlet and Ophelia) play he was going to audition for due to the play having too few actors. He was wearing a victorian neck ruffle when he called. He said he had lines prepared for both Hamlet and Ophelia, and he ended up securing the role as Ophelia. He spoke/sang in a falsetto/higher pitched voice for Ophelia. He called Charles again after getting the role and asked Charles what his plans were a month from now, because that was when he was preforming and he wanted Charles to be there. He told Charles that then, at the performance, Charles would be able to listen to more of his falsetto. ""}",204798.3,NA,129
418,7,Johnny,unrelated,long,sideplot,"{""Q0"":""Johny Pratt has had an argument with his boyfriend (who I believe has earrings) and the only thing that will fix this is his grandma's mashed potatoes. Unfortunately for Johnny, he has lost her mashed potato recipe, and there is only one copy of the recipe (the copy he lost). He asked Charles (photography dude) at the beginning of the narration if Charles had seen his recipe around anywhere. He left Charles anxiously still looking for his recipe.""}",181534,NA,78
418,7,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra Mayes keeps going on dates only to be stood up or to be met with a player (leather jacket wearing, long blonde haired guy). She called charles (photography dude) to tell him about this nice guy she had met online, however, she had never seen him or knew what he looked like. She was going on a blind date with him, and Charles pointed out that it was the point of blind dates to not know what someone looked like. She said she hoped it wasn't a player that her friend and been dealing with and that she would leave if so. She was wearing a pink flowery shirt at this time. She said that she felt better after talking to Charles and that all she needed was someone to talk to. She then calls Charles back again as she is at the restaurant after having waited for 20 minutes and yet no sign of her blind date. I believe she is wearing a yellow short now. She seems annoyed/sad and Charles said she deserves more. she gets up and leaves the restaurant, and as she leaves, a guy with a leather jacket and long hair walks in, but Sandra just rolls her eyes and continues to exit. ""}",213543.9,NA,210
418,7,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is a photographer for a newspaper company, and he really wants a promotion. He has been waiting for this day for a long time because it is the day he will take to crowning photo of his career, enabling him to be promoted. He has interesting fashion and on day one was wearing a yellow scarf and on the day after was wearing a flat hat and blazer. In the morning of the first day, he was nervous and eating his yoghurt as he waited for this boss to tell him where to go to take the shot of the mayor. He has piles of writing/photos on his desk. He knows the footsteps of his boss, and was able tot ell it was him walking down the hall before he looked up. His boss told him that he had to be taking a picture of the mayor in 20 minutes which Charles protested wasn't enough time for transportation. His boss told him he could borrow his bike, which Charles did. Charles took a nikon camera with him for the photography, and he set his camera up to get the correct angle he wanted. Previously, all the photos he had seen of the mayor were too forgiving in his opinion. he received numerous phone calls from his friends all asking him for advice and he answered them helpfully. He talked with another photographer while waiting and they discussed how the mayor chose to drop his kids off at school today. When the mayor arrived, to get his photo, charles shouted at the mayor to \""simle\"" which caused the mayor to frown at the camera. Back at the office, charles composed an email and attached his photo to the email. he then sent this to his boss (although he forgot to hit send). The next day he ate lunch with his mum in the park and he ate half of her tuna sandwhich and talked about how he would be happy after his promotion. His mum mentioned she didn't see any photo in the link he sent her, so he rushed back to talk to his boss. he had to wait outside his boss's office and then went to ask why his photo hadn't been used. His boss said charles failed to press send on the email, so charles did not get a promotion causing him to be sad. ""}",479703.8,NA,400
419,16,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin wanted to buy tickets to take his boyfriend on a trip and asked for advice about where to go. He was having problems in his relationship and thought that surprising his boyfriend with a trip might help things get better. ""}",187653.5,NA,42
419,16,Beatrice,unrelated,long,sideplot,"{""Q0"":""Beatrice wanted to buy a dog with her girlfriend but they could not agree on what type. Beatrice wanted a golden retriever but her girlfriend wanted a different breed. She called to ask for advice on what to do because she really didn't want the other type of dog and had her heart set on a golden retriever. He recommended that they go to an adoption shelter and find a dog there. Later, when they talked again, Beatrice said that things in her relationship were going much better. ""}",184957.2,NA,89
419,16,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt worked at a magazine as a photographer and wanted to get promoted. He thought that his photo of the mayor would be the photo to earn him a promotion, but he unfortunately forget to press send on the email so his manager never saw the photo. He got lunch in the park with his mom and when she asked him whether he was happy it seemed like he only cared about his promotion at work. Johnny often at yogurt at his desk and kept his desk pretty messy with lots of unorganized files laying around. He worked really hard and spent a lot of time in the office of the magazine he worked for. ""}",181423.2,NA,117
419,16,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra Mayes called Johnny while she was sitting at a table waiting for a date to show up. She was upset that the date was 20 minutes late. It was a blind date and she was kind of worried about it in advance. She thought the mystery man was very funny but was worried about what he would look like, even though it was supposed to be a blind date. It seemed like she went on a lot of dates, and Johnny told her that she deserves better than a man who is twenty minutes late for a date. She was wearing a leather jacket when she was waiting for her date at the table. I think she was also drinking coffee while she was waiting. She was worried that the guy might be the same person who her friend already dated and did not like, but still decided to meet up with him. She was really hoping it was not the same guy though. ""}",181869.8,NA,166
419,16,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Oh no! I got Charles confused with Johnny before. \n\nCharles is the one who works at the magazine as a photographer. He was able to go to the mayor's important speech as the photographer for the newspaper he worked for. Charles was very excited when he got the perfect shot of the mayor looking upset/mean during the press conference. He felt confident that this photo would gain him the promotion he has been waiting for. When he went to meet his mom for lunch at the park, they sat on a blue bench together in the park and shared a plate of food. His mother asked whether he was truly happy in life and he responded that he was most focused on gaining a promotion. She said that she was proud of him and that she wanted him to be happy. \n\nWhen the newspaper came out later that day, Chales was surprised to see that his photo was not on the front page. Actually, it was his mom that told him it was not on the front page during their lunch date and Chales was very confused. When he got back to his office, he wanted to meet with his boss to ask why his photo wasn't used. The boss was busy so he waited outside for a while until the secretary told him to go inside. During the meeting, Chales' boss said he never received the photo from Bort and Bort realized that he forgot to press send on the email with the photograph. Chales was extremely upset to realize this, especially because he thought that this would be the photo to gain him a promotion at the newspaper. ""}",360978.5,NA,281
420,9,Melvin,unrelated,short,sideplot,"{""Q0"":""He called his friend to ask about a recipe for a certain food. I think the food was stuffing. He was fighting with his boyfriend, and he thought that making this food would help improve their relationship, by showing that he was putting effort into the relationship. The friend that he called did not have the recipe. He called the same friend later on in the video. ""}",181389,NA,68
420,9,Sandra,coherent,long,sideplot,"{""Q0"":""Sandra Mayes called her friend because she was going on a blind date, and she did not know what her date looked like. She was worried it was someone with long hair and a leather jacket, because someone matching that description had hurt one of her friends. She said that she thought her date was very charismatic, because they had been talking online. She later called her friend again because she had been at the restaurant for twenty minutes and her date had not showed up. Her friend told her that she deserves better and she agreed so she ended up leaving. As she was walking out the door, a man with long hair and a leather jacket walked in. ""}",192747.2,NA,121
420,9,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice Small was fighting with her girlfriend and they decided to get a dog to improve their relationship. She called her friend to ask advice about getting a dog. The friend suggested that she go to a shelter to look for one, and she agreed that going to a shelter was a good idea. She said that if she went home and her girlfriend had bought a yellow lab with pink collar she was going to move out. Later on, she ran into her friend at the park. She said that she went home and there was a yellow lab with a pink collar, so she was moving out. She seemed very upset. She told her friend that she was looking for one bedroom apartments. ""}",212859.7,NA,126
420,9,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny Pratt called his friend because he was looking for a lawyer. He said that he was in financial trouble, but he did not specify what had happened. He did say that he had been careful about his finances. He said that for the situation he was in, he needed legal representation. His friend did not know of any lawyers for financial trouble. ""}",181699.6,NA,64
420,9,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort was the main character in the video. He is a photographer at a newspaper and he was very excited because he was given the opportunity to photograph Mayor Frank, who was a corrupt mayor. His desk was very unorganized and he ate greek yogurt at the beginning of the video. Throughout the video, many of his friends called him to ask for pieces of advice. He spoke to his boss a couple of times throughout the video, both by his own desk and in his boss's office. He took his bike to city hall for the press conference where he could photograph the mayor. He was talking to other reporters outside of city hall. The mayor was running late and one of the reporters said that it was because he was dropping his daughter off at school. Charles said that maybe the mayor wanted them to go easy on him. The mayor finally arrived, escorted by a police car. When he got up to the podium, one of the reporters asked him a question about his corruption, Charles then yelled something at him to get his attention, then immediately took a picture. Charles was very proud of this picture, and felt that he had perfectly captured the mayor's persona. He went back to his office and was looking at it on his computer, then wrote an email to his boss with the picture. He hoped that this picture would allow him to get a promotion. He later went to lunch with his mother (which he rode the metro to). He asked if his mom had seen the article with his picture and said that he had sent her the link. His mom was confused and said that she had not seen his picture. She also asked if he was enjoying himself, and seemed concerned that he was working too much. Charles tried to show her the picture and realized that his picture was not in the article. Very upset, he went to talk to his boss about it. His boss said that Charles had not done his job, and Charles realized that he had never sent the email with the picture. ""}",519249.8,NA,364
421,16,Melvin,unrelated,short,sideplot,"{""Q0"":""his boyfriend wanted to go on a romantic vacation with him. he was friends with the main character in the story and called him on his phone multiple times. he wanted advice on plane tickets for the vacation. also, his boyfriend was feeling sad they did not have enough time spent together recently so melvin wanted to change that.""}",181544.4,NA,59
421,16,Johnny,coherent,short,sideplot,"{""Q0"":""johnny pratt was friends with the main character, and called him for advice. he supported the main character on the journey to take a picture of the mayor. when he needed help the main character was able to support him""}",181002.4,NA,40
421,16,Beatrice,unrelated,long,sideplot,"{""Q0"":""she had girlfriend problems, and wanted the main character to help her. she was a good friend to the main character and they talked a lot during the video. the girlfriend was giving her a hard time about spending time together in recent times, and she wanted advice on what to do about that. she was aware of the main character's need to boost his career and find the mayor, and wanted to help ""}",181052.5,NA,75
421,16,Sandra,coherent,long,sideplot,"{""Q0"":""sandra went on a date but got stood up by the guy in the leather jacket that hurt her friend. she only realized it was the guy in the leather jacket who hurt her friend when she was walking out of the restaurant. she called the main character because she realized the guy was not coming. she was a key part in helping with the mayor, and she knew how much this promotion meant to him. she confided in the main character over many Facetime and phone calls.""}",180843.4,NA,88
421,16,Charles,mainplot,mainplot,mainplot,"{""Q0"":""charles bort was the main character of the video. he always had lots of papers on his desk, he worked in media/reporting. he wanted to prove to his boss that he should be promoted so he was going to take a picture of the mayor. he had 20 minutes to get downtown in order to get a candid picture. he yelled at the mayor to give him a smile and then he got the picture. he sent an email to his boss with the picture and the article. after meeting with his mom, it turns out that the picture never sent. the boss was very mad and said this is why we can not ask you to do things. he knew he had taken lots of pics on his camera though. also, he got many calls from all of his friends who asked him advice on their respective problems. he did not get promoted. he met his mom in the park and they ate sandwiches. when he was watching the mayor he saw him on the marble steps. the entire video revolved around him because he was the main character. we saw things from his perspective although it was mostly objective. we could see his raw emotions and feelings to certain types of issues. ""}",361060.5,NA,215
422,13,Johnny,unrelated,short,sideplot,"{""Q0"":""Johnny is a friend of the journalist and has a boyfriend. He is currently in legal trouble as he owes money to the bank and does not have the funds to pay it back. He asks the photographer if he knows any lawyers that can represent him. He is scolded because he apparently has a history of getting in trouble with owing money. ""}",191304.1,NA,64
422,13,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra is a wealthy woman who is looking for a new place to live. She is friends with the photographer and asks for his opinion but due to the fact that he is so focused on getting the mayor's picture he doesn't really give her the time of day. She has a boyfriend. ""}",180293.6,NA,54
422,13,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice is having issues deciding on what kind of pet to adopt. She has a couple preferences for breeds she would like, but what she really doesn't want is a yellow lab with a pink collar. Her girlfriend however wants this dog for some reason so she calls her friend to explain the situation. He suggests that they go to a shelter which she thinks is a good idea, but when she gets home that day she calls her friend again and tells him that she broke up with her girlfriend because there was a yellow lab with a pink collar that she saw through the glass door. He is sympathetic and asks her if she needs anything, and she jokes asking if he knows and hot singles ""}",207287.9,NA,129
422,13,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin is a friend of the photographer's looking back at this now he might have been the one who got blown off. Don't really remember much about him honestly he's the only character i'm drawing a blank on. Could not tell you anything about his story arc ""}",180565.8,NA,48
422,13,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is an ambitious young photographer looking to get promoted. He wants to get the perfect picture of the controversial mayor for the front page of the newspaper, which he is sure will get him promoted. He is wearing a yellow scarf that day. He packs his bag with his camera and other photography supplies and heads to where the mayor is speaking. The mayor is late and he groups up with the other journalists and photographers at the front. The mayor then pulls up in a fancy black car with 2 bodyguards in suits. He goes up to the podium and Charles attempts to distract him by asking an off-putting question, which get's the mayor's attention and Charles captures the perfect photo of the mayor's angry face. He is excited that he got the perfect photo and heads back to the office where he writes up an email with the photo to his boss. He is convinced this is finally his big break. \nThe next day Charles goes to lunch with his mother Ethel, and apologizes for missing lunch the last week. He asks her if she saw his photo in the paper, and she acts confused, she doesn't know what he is talking about. She shows him the newspaper which is just a picture of a smiling mayor. Furious, Charles goes to the office and demands to see his boss, but his secretary says he is in a meeting. When he gets out of the meeting, he says he never got Charles' email. Charles realized he never pressed send, and lost his chance at promotion.""}",418838.3,NA,267
423,11,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice is friends with the photography guy and she called him for advice regarding her girlfriend.  They were having a dispute over what kind of dog to get.  They wanted to get a dog in the first place to hep settle their relationship disputes.  Her girlfriend wanted a yellow labrador with a pink collar and she wanted a corgi.  The photographer's suggestion for her was to go to the animal shelter with her girlfriend and pick one out together.  However, Beatrice called him back later to tell him that when she came home there was already a labrador puppy with a pink collar there.  It is assumed that her and her girlfriend broke up as she asks her friend if he knows of any single bedroom apartments she could look into.""}",190622.1,NA,137
423,11,Melvin,unrelated,short,sideplot,"{""Q0"":""I literally cannot remember a single thing when it comes to Melvin.  I want to say he was another friend of the photographers and also called him for advice, I just cant remember what it was pertaining to.  He barely rings a bell and I'm not sure why.  I confused him at first with the photographer's gay friend looking for that recipe.  That is all I've got for Melvin unfortunately.  I guess he's just not that memorable of a guy.  I do remember him from the original face name association part of the task.""}",187629.1,NA,100
423,11,Johnny,coherent,long,sideplot,"{""Q0"":""Johnny Pratt is definitely the guy I confused Melvin for initially.  He works in the same office as the photographer dude and we were introduced to him when he came up to the photographer asking him if he's seen a special recipe for some kind of mashed potatoes or something.  The reason he wanted the recipe so badly was because he was fighting with his boyfriend and his boyfriend was on the verge of moving out and he thought that making his aunt or his grandma's special mashed potatoes recipe would somehow fix that.  I think he was also wearing a yellow scarf.  He was very frantic and I remember not understanding what mashed potatoes had to do with his relationship or why he thought the photographer would know where his only copy of the recipe was.""}",182021.2,NA,141
423,11,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra Mayes is very familiar but it appears that I am blanking on her as well.  Like I remember her being in the story I just can't remember anything even remotely significant about her.  I feel like she was wearing some kind of long coat and heels when we saw her.  I think it's kind of interesting that I can't remember anything about her because I felt like she was one of the more memorable characters when we were being introduced to them.  It would also appear that the other participants had some difficulty remembering details about her because they all stopped typing for some time when writing about her.  Though I might be mistaken.""}",180764,NA,120
423,11,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Chales Bort! first of all I really thought his name was Charles, not \""Chales\"". There is very much to say about this guy as he is the star of the story.  We meet Charles in his office and he's sitting at his desk eating greek yogurt and waiting for the lead to come in for where he can get a picture of the major announcing his resignation or something like that.  At one point his friend comes over to ask him if he's seen his secret mashed potato recipe.  Eventually he gets the lead and he's upset because he needs to get to the place in like 20 minutes and apparently its far and he's like oh no how will I get there and then someone ends up lending him their bike.  he gets there and he's like standing around and I feel like that's when his friend calls him about her girlfriend trouble but I might be wrong.  wait I think that Sandra lady was another reporter he was talking to at the event.  Anyways, then the major comes out and Charles says something to him to get him to make an angry face at the camera.  And Charles is just thrilled and goes back to his office to look at the pictures and he finds the perfect one and puts it in an email to his boss but instead of sending it right away I think he gets a call and gets distracted.  Then like the next day he's talking to his mom about the news story and she says his picture isn't in it and he's like omg what no way, but she's right.  Then he goes back to the office to argue with his boss, I think he gets another call along the way but I can't remember who from.  Then when he gets to the office he's like what happened and his boss is mad because Charles never sent them email and then Charles is disappointed and leaves and then maybe gets another call at this point.""}",406293,NA,352
424,22,Beatrice,coherent,short,sideplot,"{""Q0"":""She broke her arm while riding a bike in a race that Charles gave her $50 for. She was in the race because her doctor told her that exercise would help her manage the pain of her medical condition. Despite breaking her arm, she seemed very happy after the race and asked Charles to do another race with her in the future. Although her arm broke in the middle of the race, she got back up and got to the finish line. She was also wearing a green shirt at one point""}",188093.6,NA,92
424,22,Johnny,coherent,long,sideplot,"{""Q0"":""He is in debt and lost his green American express credit card. The bank took his house and he is now going to stay on Charles' couch. ""}",182108,NA,28
424,22,Melvin,unrelated,long,sideplot,"{""Q0"":""He lost he keys and went looking for them in a dumpster. He needed to find them quickly because he left a pizza (possibly his best one yet) in the oven baking in his house. He also called Charles while he was at the park eating lunch (a tuna sandwich, apple slices, and something that looked like cheese slices) with his mom and told him about a part in a musical he has where he sings in falsetto. ""}",204555.7,NA,79
424,22,Sandra,unrelated,short,sideplot,"{""Q0"":""She called Charles about the press conference with the mayor""}",180523.8,NA,10
424,22,Charles,mainplot,mainplot,mainplot,"{""Q0"":""He is a photographer trying to get a promotion. He went to the mayor's press conference hoping to get the perfect picture to use as a cover photo and to prove that he deserves a promotion. He got the perfect picture while he was there, but he never pressed send on the email he wrote with the picture to his boss, so the picture was never used and he was very upset about it. Before he realized he did not send the email, he had lunch with his mom at the park. It was a tuna sandwich that they split, apples, and cheese slices. They talked and his mom asked him if he was happy and he claimed he would be when he gets promoted. Then his mom started to ask about his love life and they got interrupted by a call from Melvin who then told Charles about the play he is in. Charles got calls from a lot of his friends throughout the story. He ate greek yogurt the morning of the mayor's press conference and his desk was messy with a big stack of papers on it. His camera is green. He also wore a yellow scarf and plaid hat at the park. ""}",420070.3,NA,207
425,23,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny Pratt lost his credit card. He needed this card to pay for his mortgage payment, and the bank closed soon so he really needed to find it. He called his friend to ask him if he had seen it. ""}",181749.8,NA,41
425,23,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin Doyle dove into the dumpster to try and find his keys because he lost them. He was wearing a white jacket, and this jacket got dirty because of the dumpster. He called his friend to tell him this. ""}",181065.1,NA,40
425,23,Beatrice,unrelated,short,sideplot,"{""Q0"":""Beatrice Smalls was recently diagnosed with a condition by her doctor. Her doctor told her that exercising would help, so she decided to enter into a bike race to put this to the test. This race cost 100 dollars to enter, so she asked her friend to donate some money. Her friend donated 50 dollars, which she was very grateful for. ""}",180970.6,NA,62
425,23,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra Mayes is a painter. She had an art show that she was really nervous about because she wanted the big donors to like her paintings. She told her friend about this, and he offered to come to help her out. People really liked her paintings, and she video-called her friend to tell him. ""}",180892.3,NA,55
425,23,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort had an opportunity for big break. He was a photographer who worked for a newspaper. He had a cluttered desk in a room with gray walls. He was wearing a jacket with a yellow scarf, and at one point he ate some greek yogurt. He had to rush to city hall to go to a press conference where he had the opportunity to photograph the corrupt mayor. He was excited because this was his opportunity to get a really good and important picture. He got the perfect picture by yelling \""Smile Mr. Mayor,\"" right as a reporter was asking a question and got his response. He went back to the news office and typed the email to his boss with the picture. Throughout the day, he got different texts and calls from his friends telling him about their different problems. He got lunch with his mom and told her to look at the article he sent her to see his picture. the article didn't have a picture, so he went back to the office and told his boss, but it turns out that he hadn't actually sent the image he took, so his picture wasn't printed and he didn't receive a promotion. ""}",402125.3,NA,205
426,14,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra Mayes had a date with a blonde man with piercings and called Charles about it while he was in the middle of going to the press conference. Afterwards, she called him again to tell him that the date went well and she had worried for no reason.""}",190606.5,NA,48
426,14,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice Small is a gay woman that is dating another African American woman. However, she and her girlfriend have been fighting and so they thought that getting a dog would help smooth things over. Instead, it only caused more problems as they had different ideas of what kind of dog to get. Beatrice wanted to get a corgi while her girlfriend wanted a lab with a pink collar. A little while later, she called Charles again and told him that she came home to a lab with a pink collar in the apartment she shared with her girlfriend and said that it was the last straw. Beatrice then broke up with her girlfriend and asked Charles is he knew of any one bedroom apartments that she could move into. ""}",222390.5,NA,130
426,14,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin Doyle video called Charles during the press conference and told him that he was about to audition for a role in Hamlet which is why he was wearing an Elizabethan collar in the call. He tells Charles that he really thinks that he will get the part of either Hamlet or Ophelia as they are short on actors. He then ends the call with Charles after being wished good luck.""}",182184,NA,71
