subject,version,character,coherence,lag,plot,response,rt,word_count
302,25,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort was the main character of the story and he worked as a photographer at the newspaper. He wanted to show the public the real side of the  mayor who was a bad person. So, he was waiting for an invitation to the mayors speech at his desk with a yellow scarf and he ate greek yogurt. Then his boss said that he got an invitation to the mayor's speech at city hall in 20 minutes, and Charles freaked out cause he would need to get over there really fast. His boss said that he could take his bicycle and so he packed up his Nikon camera, tripod, and lens. Then, on the way over he got a call from Johnny, Sandra, Melvin, and Beatrice. When he got there, there was a large crowd outside city hall and so he shoved his way to the front so he could see. He set up his camera and then a police car pulled up and behind it there was a fancy black car that the mayor came out of. When, the mayor got up to the stand, someone asked him why he graffitied the side of a building, and Charles took a picture of his expression because he wasn't happy. Then, after, when Charles got back to the news office, he started drafting up the email and put the picture in, but the secretary caught him and distracted him. The next day, he was eating his weekly lunch with his mother, which was a tuna salad sandwich, and he was talking about his week, and he apologized for missing the last week. But when his mother told him that there was no picture in the article he check and there wasn't. So, he decided to go to his boss and complain that his picture wasn't there. But when he got to his office, the secretary said the boss was in a meeting so he waited for it to be done. When it was done, he went in to complain and his boss yelled at him first. He said that they had to pay to get another picture. Charles was confused until he remembered that he never actually sent the email with the picture so he left the office, sad that he wouldn't get the promotion that he wanted.""}",478709.8,388
321,29,Beatrice,coherent,long,sideplot,"{""Q0"":""She is a friend of the white man with a yellow scarf who is a writer for a newspaper. She calls him and asks for advice because she is bike riding for a cause. He ends up giving her money for her cause and her health. She end up hurting herself on the bike, but is not really fazed by it. I believe she is wearing purple workout attire. She thanks the man in the yellow scarf for contributing to her cause.""}",184463.9,82
321,29,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin Doyle is a man that is a friend of the man in the yellow scarf who writes for the paper. He was in the garbage can and asks the man for help.""}",182427.3,33
321,29,Johnny,unrelated,short,sideplot,"{""Q0"":""Jonny Pratt misplaced his American Express card and is behind on bills. He asks his friend, the man who has a yellow scarf and works for the newspaper if he has seen his card. ""}",180946.2,35
321,29,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra Mayes is another friend of the guy who works at the newspaper office with a yellow tie. She was having difficulty reaching a client at her office and asked her friend for help. She was venting to the friend about another women who has been able to get through to the potential client and how the potential client feels toward the other women. The friend assured Sandra that he would help her secure the individual/ prospective client. ""}",191651.5,79
321,29,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort is a journalist who wanted a promotion . The mayor had been accused of corruption and he wanted to get a picture of the mayor at a press conference. He takes the picture of the mayor and is really happy because he knows the picture is good enough for a promotion. He precedes to send the article to his editor and chief or boss. When the paper comes out he realizes that it does not have his picture, rather a blurry/ worst picture than he had previously taken. He marches to his bosses office and demands an explanation and his boss says that he didn't do his job. Charles Bort realizes that admist all the commotion he did not press send when submitting the email with the article draft. He walks out of the room realizing that he will not receive a promotion.""}",372517.2,145
322,14,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt runs into Charles Bort asking about his mashed potato recipe. His boyfriend is upset with him and Johnny feels pressure to make the potatoes in order to do something nice for his boyfriend. Later on, he calls Bort and offers him extra potatoes, as well as asking about airlines to Hawaii - Johnny's boyfriend wanted to return the favor and wanted to go on a nice vacation just the two of them. The mashed potato recipe was his grandmother's. Charles is excited to accept the potatoes, he loves any/all of Johnny's cooking. Charles agrees to look into some cheap airlines for Johnny and his boyfriend.""}",210847.8,107
322,14,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin Doyle calls Charles during work to tell him about the play he is in. He is wearing an Elizabethean collar and asks Charles what he thinks the play is. Charles doesn't know so Melvin tells him it's obviously Shakespeare's Hamlet, why else would he be wearing the silly Elizabethean collar. He states that he has a chance to get a good role, maybe even Hamlet. While he's speaking, a visual image pops up of Melvin and another actor wearing costumes - fighting for the lead role? ""}",251279.1,88
322,14,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra Mayes is the \""named\"" character to interact/call Charles. She is nervous about a blind date, especially because she doesn't know what he's going to look like. Charles asks: isn't that the point of a blind date? Sandra is wearing a colorful outfit (purple/pink/etc). She later calls Charles again - Charles asks is this an emergency? Sandra is reminded of her ex? Charles doesn't really know how to help Sandra - she just needed someone to talk to. ""}",266113.8,79
322,14,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice is also having some romance problems with her girlfriend. She calls Charles asking for support. Her and her girlfriend are arguing about which dog to get: Beatrice wants a corgi and her girlfriend wants a yellow lab (pink collar). Charles suggests that the two of them go to the pet store together and figure it out/come to a decision. Beatrice says that's a great idea. She also says that if she sees a yellow lab at her home she's moving out. Beatrice and Charles hang up the phone. When Charles is outside his boss' office - to complain about how his photo wasn't in the article, Beatrice arrives and tells him that she came home to see a yellow lab with a pink collar - she's moving out. Charles asks how he can help and she says if you know of any apartments that would be great, or singles. ""}",201767,151
322,14,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is the protagonist of this story. The story starts where Charles is getting ready for his big break: his promotion. He has been instructed to take a picture of the controversial mayor, and he has big ideas for his photo that can make his career. He sits at his desk waiting, his desk is messy. Eventually his boss comes and tells him he has 20 minutes to get to the city hall to take his photograph. Charles exclaims: 20 minutes?!?! His boss lets him take his bike, so he goes to city hall and waits with the other reporters/photographers, as the mayor is late, dropping his daughter off at school, trying to make a good appearance. Eventually he gets there and Charles sets up his camera, he says: smile Mr. Mayor and as the mayor glares into his camera lens, Charles snaps the perfect photo. He drafts an email to his boss with the picture but forgets to actually send it. He goes back to his desk, tells the secretary that the picture/experience of photographing the mayor went great and finishes his day of work. Charles grabs lunch with his mom in the park, he apologizes for missing their last date, he's been super busy with work. She asks him if he's genuinely happy, Charles says it doesn't matter because he will be as soon as he gets his promotion. They share his mother, Ethyl's tuna sandwich and she asks him if there's a special person in his life. Together, they look at the paper and Charles realizes his photo isn't in the article, in fact, his boss had to buy another photo of the mayor instead. Angered, Charles runs to his office and attempts to barge into his boss' door. The secretary makes him wait outside. Eventually Charles meets his boss, who calls him a nickname and asks him what he can do for Charles. Charles yells that his picture wasn't used and his boss tells him that he never sent it in, he didn't do his job. Charles realizes his mistake and goes home, saddened. The first character Charles talks to is Sandra Mayes about her blind date on the telephone. When he gets to city hall he runs into Johnny Pratt there, looking for his mashed potato recipe. Next Charles talks to Beatrice Small about her troubles with her girlfriend. Lastly, Melvin calls about his play, Hamlet. Throughout the story, each character calls/messages him again with an update. Johnny with his Hawaii airlines, Sandra with updates on the date, and Beatrice looking for a place to stay.""}",542367.5,431
323,24,Melvin,coherent,long,sideplot,"{""Q0"":""melvin doyle was the one who called thomas to tell him that he was dumpster diving. he was looking for something and his clothes were very dirty. i think it was the key to his apartment. then he told thomas that he had left a cheese pizza new york style in the oven and he was really excited to eat it but now he is worried that he burnt it becuase he was locked out of his apartment. later on he calls thomas again to tell him that the firefighters came and helped out. i dont remember anything else about what he said or did in the story i think he was a secondary character and got less screen time than the others.""}",187606.3,123
323,24,Sandra,unrelated,short,sideplot,"{""Q0"":""sandra was an artist who called thomas in the beginning to tell him about an upcoming art show she had. she was explaining to him that there is a critic with a red coat and glasses who comes to the art shows, and if she likes you she will follow you around. sandra was asking thomas if he could come with her to her show tonight, because if he was with her, then she wouldn't have to worry about the critic. she was wearing a scarf and jeans with a coat in the first clip. we also got to see the layout of the art show and an image of the critic, as well as an image of the critic following someone around the art show. i dont remember anything else about her but got the sense that she and thomas were really good friends!""}",249608.2,145
323,24,Johnny,unrelated,long,sideplot,"{""Q0"":""johnny pratt ran into thomas outside the news place where thomas works. he had lost his american express credit card and was frantically looking for it while on the phone. when he ran into thomas he explained that his bank was only letting him pay off his mortgage using american express or something so he really needed to find the card. thomas asked if he had left it inside the news place and johnny went to look. later on i think we learned that johnny had traveled somewhere but i'm not sure. maybe he couldnt pay his mortgage so he ran. he was dressed really nicely the whole time and you could tell he cared about his appearance. i dont remember anything else about him. there were weird facts tossed in throughout the story but they are slipping my mind.""}",228383,140
323,24,Beatrice,coherent,short,sideplot,"{""Q0"":""beatrice small was talking to thomas while he was waiting for the mayor outside city hall. she called him to ask him if he could donate to her cause of biking. she originally asked for 100 dollars or at least said that's how much she was looking to raise. she explained that her doctor diagnosed her with some form of arthritis and she needs to exercise in order to combat the effect on her bones. thomas was in the middle of waiting for the mayor but he asked if it would be ok if he gave her 50 dollars. she said \""that would be amazing!\"" and then hung up. later on she comes onto the bus while thomas is looking pensively out the window. later on, when they run into each other again, thomas notices that she has a large cast on her left arm. he asks what happened and she explains that during the bike race, she fell, but she got up and continued biking and finished the race! one time when the phone rang it said \""beatrice smalls\"" instead of \""small\"" which i didn't know if it was supposed to be or if it was a typo. ""}",249366.7,200
323,24,Charles,mainplot,mainplot,mainplot,"{""Q0"":""i wrote this entire study using the name \""thomas\"" instead of \""charles\"" but i was referring to charles the whole time whoops. the scene opens with charles at the desk in his news room. he is wearing a yellow scarf. his desk is messy with newspapers and photographs. he is working in a room with a couple other people. he is excited because he has a big job to do - photograph the mayor who has been charged with corruption or something along those lines. he gathers his things and leaves, and when he does, he also takes his nikon camera. he runs into johnny pratt when he leaves the building who is looking for his american express card (see everything i wrote about johnny). thomas leaves him and goes to city hall (i think it was at city hall) where he waits with other reporters for the mayor to arrive. while they are waiting he gets a call from beatrice who asks him to donate to her biking cause, and he gives $50. when the mayor arrives he comes with two security guards, and charles gets the pic that could make his career by saying \""smile, mayor!\""\"" and capturing the mayor glaring at the camera. he is so happy about his picture. he goes onto the bus where beatrice comes in but he is busy looking out the window. at some point by now he has also spoken with melvin (in the beginning) about his burnt pizza and sandra about the art show. charles goes to talk to his mother in a park on a green bench. his mom brings tuna sandwich and some sliced apples and they share it. they discuss his career and this photograph and i dont remember what else they talk about. he also gets a call from someone during his conversation with his mom but i dont remember who it is. eventually he is talking to someone (i dont remember if it was his mom or one of his friends) who tells him that the front newspaper does not have his photo on it. he freaks out and rushes back to the news room where the lady at the front desk who looks like sandra tells him that he can't talk because the boss is in a meeting. he insisits that \""it's urgent!\"" and then waits. i think the woman at the front desk shows him a copy of the paper which has a photo of the mayor smiling. charles freaks out. he goes in to his boss and demands to know why the picture is not correct, saying that he got a perfect picture and it wasn't used. the boss says that charles clearly \""cant do his job\"" and in that moment, charles realizes that he attached the photo to an email that he crafted this morning but he forgot to press send!!! the story ends. ""}",508428,484
324,14,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra Mayes was the first character presented yesterday. In the story, she was first wearing a pink dress with flowers or something on it and called the blonde guy to complain about a date, blind date, she was going on. The guy she described that she thought she as going on a date with looked similar to the other blonde guy she was calling about the blind date. Later she came up in the story again. Before that though she said that the guy she was going on a date with might have broken her friends heart. The guy was blonde i think had a piercing and wore black leather clothes. When she came up for the second time in the story she was wearing different clothes from the pink dress. i cannot remember what the second situation was though.""}",253282.1,140
324,14,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice Small was introduced to us in the story also calling/texting the main character/blonde guy. She was explaining how her girlfirend/partner and her were going to get a dog and were deciding between two breeds. The second time she came up in the story she was again talking to/texting the blonde guy about how she was looking for a new single bed apartment (or a new girlfirnd she joked) because when she had gotten home earlier a dog was in the house which implied that her girlfriend had gotten a dog of a certain breed without consulting her.""}",186547.4,98
324,14,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin Doyle had a boyfriend. The second time he was brought up to us in the story he was talking to the blonde guy about how to get plane tickets to Hawaii because his boyfriend wanted to take him on a relaxing vacation. He said something about his partner wanting to reward him or not punish him for something he was doing or did, but I cannot remember. ""}",183604.7,69
324,14,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt ran into the blonde guy when he was walking and they talked for a short time. I keep thinking if they did anything at the park in the story but I don't think so. Johnny Pratt seemed like he was wearing black leather clothes at first then changed, and he reminded me of Elvis whenever I saw him in the story""}",182898.7,63
324,14,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort seemed to be the main character in the story. He was a wearing grey clothes with a yellow scarf in the beginning when they introduced us to him in the news office since he was a photographer for the paper. He went to take a photo of the mayor getting impeached. At the impeachment he ran this lady and they shared a moment then when the mayor finally got there after dropping off his kid at school for good press (as a lady told Charles) he said smile mr. mayor and then snapped a photo. He talked to the other characters at times and either listened or gave advice. The second day he was wearing something like grey pants witha. blue jacket that looked like a classic grandparents getup and he was wearing a bowler hat? or whatever that type of hat is called. He thought the photo was going to be front of the news and he kept telling that to his mom when they met in the park, although she was concerned charles spent too much time on work and not enough time finding that someone special, as many parents do. The next day when he met his mother in the park... to get to the park the first day he took a red double-decker bus and the driver barely responded to him when he asked him how his day was going.. she said she did not see his photo on the news article that she pulled up on her phone. Charles was very confused. He went to the news paper managers office and asked to see him. The front office lady gave him some trouble but finally he got to see the editor person and realized that he charles had forogotten to seend the image to the newspaper printers or whoever so the wrong image got printed in the newspaper. He was unhappy because he thought he was going to get a promotion to head of photography editing or something. At the beginning of the story he was sitting at his desk eating a bowl of greek yogurt and that bowl was on his desk everytime he was back in the office which he was after he took the pictures of the mayor because he was admiring them on his nikon camera which was big and camouflage green colored. Additionally, there were files of papers and sticky notes on his desk.""}",552120.2,406
325,1,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin Doyle is a friend of Charles, and is an actor who has been cast in a Shakespearean play a month from now. He has been given the role of Ophelia in Hamlet, and will be performing in a falsetto. It is meaningful to him that Charles comes to his one-time play. He video calls Charles when it is time to tell him about his audition and the results of said audition, indicating that he sees Charles as a good friend. ""}",180435.3,82
325,1,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes is a friend of Charles who initially called him regarding her apprehension regarding a blind date she was supposed to go on. She was nervous that her blind date would be the same person who broke one of her friend's hearts. She seems to be an artist, as she remarks on another one of her video calls with Charles that she may receive a handsome commission for her artwork from wealthy potential clients. Charles believes she is doing well for herself and may become rich due to her artwork.""}",180560.4,91
325,1,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt seems to be an acquaintance of Charles. Their initial interaction consisted of Johnny nervously asking Charles if he had seen his recipe for mashed potatoes. This recipe is significant to Johnny because it is an inherited recipe which his grandmother had only written down one copy of. Furthermore, he wanted to prepare these mashed potatoes in order to make it up to his partner for being unavailable of late. Another way they sought to bridge the rift in their relationship was to take a trip to Hawaii, for which Johnny called Charles asking for any cheap airlines they could take. Johnny and Charles are clearly fine friends as Johnny ends up offering Charles some leftover potatoes.""}",181785.1,118
325,1,Beatrice,unrelated,long,sideplot,"{""Q0"":""Beatrice Small is a friend of Charles who initially calls regarding a predicament that she and her girlfriend are facing. They had been going through a rough patch in their relationship, and to address this they considered getting a dog. However, Beatrice and her partner could not agree on what breed of dog to get, Beatrice wanting corgi I believe and her partner wanting a lab. Over video call, Charles suggests Beatrice and her partner go to an animal shelter together and adopt there.""}",181236.4,84
325,1,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort seems to be the main character of the story presented to us. He strikes me as a friendly man who seeks to help his friends, and is always there for them. He tries his best to pick up their calls, offer advice, and be there for them when he can. He works at a newspaper company, and his occupational goal throughout the story is to gain a promotion. He wants to accomplish this by taking a picture of the corrupt mayor that would tie together a story regarding the mayor's rotten ways. His boss notifies him of a press conference that is occurring 20 minutes from when the boss talks to Charles. Charles dashes over to the press conference despite the short notice showing his commitment to his work. He gets his money shot by telling the mayor to smile, eliciting a bewildered look from the mayor. He excitedly goes back to his office and plans to send his boss the picture. He drafts an email with the picture, but never hits send which comes back to haunt him later. Charles also has a close relationship with his mother who he meets regularly in the park for lunch. He shares a tuna sandwich with her while discussing his life. He is very excited about his prospects of promotion, while his mother is more concerned with his happiness. His commitment to work is reinforced when he tells his mom the sacrifices he makes in his personal life will be worthwhile as long as he is successful and secures a promotion. He is heartbroken to later find that his picture is not published as a result  of him not sending the email he drafted to his boss.""}",360424.9,288
327,23,Beatrice,unrelated,short,sideplot,"{""Q0"":""Beatrice needed 100 dollars to run in the marathon because she has arthiritis so she needs to exercise. Beatrice called Chris and asked him for 100 dollars and he gave 50. Beatrice accepted the 50 dollars and was grateful to Chris. She also spoke to Chris about a dog outside her house. She could not stay in her house because the dog was outside (or for some reason the dog outside her house made her leave the house). ""}",180476.3,79
327,23,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra was having her murals put up in a gallery and was having an art show. She called Chris about it because she was really nervous and he offered to come to be with her and support her. She was afraid of a women with short hair and a red coat, because everyone listens to this woman. If this woman says the art is good then she will follow the artist around and more people will buy it. If Chris came, he could be with Sandra and the woman with short hair and a red coat would not follow her. Sandra was the one who called right when Chris' mom told him he needs to have a partner. Sandra called to complain to Chris that now everyone is asking for murals painted in their homes and that she felt overwhelmed by it. Chris was surprised she was upset that now everyone wanted her work in their homes. When Sandra hung up the phone after he call she left a building in which the woman with the short hair and red coat walked into (they walked right by each other).""}",228483,189
327,23,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin Doyle accidently dropped his keys into the garbage can. He was trying to get it out of the garbage can. He called Chris and told him he was even willing to ruin his white jacket to get the keys. He needed his keys because he had just put a New york style pizza in the oven and it was going to burn if he didn't get into his house. Later, he called Chris asking about a house cleaning service because his oven had completely burned and was covered with black stuff. He told Chris that burnt cheese tastes really good. ""}",180460,102
327,23,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny Pratt lost his credit card on Tuesday. He needed to find it because his mortgage needed to be paid and the bank only allowed his credit card to pay for it. He only had a few hours before the bank closed so he did not have much time to find it. He was talking to his boyfriend and him and his boyfriend wanted to go to Hawaii. He called Chris about tickets to Hawaii, something about wanting to give back to his boyfriend because his boyfriend was so good to him.  Chris told Johnny that he would ask around about cheap airline tickets. ""}",191891.2,106
327,23,Charles,mainplot,mainplot,mainplot,"{""Q0"":""I accidently was calling him Chris but his name is Charles. He works at a newspaper company and he is the photographer. he was trying desperately to get a picture of the mayor who had just been outed for his fraud. If he got the right picture he could put it in the article about the mayor and possibly even get a promotion. He was reading a yellow scarf and eating greek yogurt on Tuesday when his boss barged in and told him to run to city hall to get a picture of the mayor. He biked all the way to city hall to get there in time. He was talking to a woman reporter and asking her why the mayor had not arrived and she said it is because the mayor was dropping his daughter off at school which he never usually does. He ended up getting the perfect picutre and ran back to his office in two hours on the bike. He drafted the message to be sent to his supervisor with the picture. He met with his mom in the park and he told his mom about wanting to be promoted. He told his mom to look at the article and see his picture but his mom told him that there was no picture there. This made Charles very angry (but then later he realized he had not sent it). His mom told him he was too absorbed with work and needs to find a partner. Right at that moment Sandra called him. He was surprised at Sandra who had complained that she had too many people wanting her work in their home. Later Melvin offered him potatoes to bring over and he said he loves Melvin's cooking. ""}",360413.7,292
329,11,Johnny,coherent,long,sideplot,"{""Q0"":""johnny pratt was a friend of the protagonist. He called the protagonist regarding a mashed potato recipe from his grandma that he had lost. He needed it to surprise his boyfriend because they got in a fight. After the fact, His boyfriend felt bad that he got mad and surprised him with a trip to Hawaii.  ""}",181630.7,58
329,11,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice3 small was also a friend of the protagonist. She called him regarding relationship advice for her and her girlfriend. They has been fighting over what kind of dog to get and not compromising whatsoever. She said that if she came home to a golden retriever with a pink collar she was moving out/breaking up wither her girlfriend. That is what happened and she came to the protagonist for help finding a one bedroom apartment. ""}",182477.1,76
329,11,Melvin,unrelated,short,sideplot,"{""Q0"":""Melvin Doyle was a friend of the protagonist, but I cannot remember what he called him for help with.""}",182990.5,19
329,11,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra Mayes called the protagonist because she had a blind date that she was nervous for. She had been talking to the guy for a while, but had yet to see what he looked like. Sandra called the protagonist again when she was waiting for her blind date to show up at the restaurant. ""}",181613.5,55
329,11,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Chales Bort was the protagonist of the story. He was at work staring at the pile of work on his desk eating yogurt and his boss came in to tell him he had 30 minutes to get to city hall to get a picture of the mayor for the cover of the paper the next day. He rushed to get there and when he did there were a bunch of reporters, but the mayor was late and had not yet arrived. He set up his camera so that he could catch the mayor by surprise (he didn't like the mayor). The mayor arrived in a limo and went up to the podium to give a speech and chales shouted \""smile mayor\"" and caught him off guard for his photo. He was very satisfied with his work and went back to the office to send the photo to his boss. The next day he was with his mom in the park and was looking at the article, but his picture wasn't in it. He was so confused and sad as to how this happened because he was sure this photo would give him a promotion. He went to his bosses office and asked him why his photo wasn't in the paper. His boss replied angrily that he never sent a photo so they had to buy one. It was in that moment that chales realized he never pressed the send button on his desk and his chance of getting a promotion was gone. He sulked his way back to his desk. ""}",379092.2,261
330,3,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny ran into Charles at the press conference, and he was looking for his mashed potato recipe that he had lost. Johnny was also having trouble with his boyfriend and wanted to ask Charles what to do about it. Johnny's boyfriend had decided that they should go to Hawaii together to relax and connect better as a couple. Johnny also asked Charles at one point if he wanted the mash potatoes he had made. ""}",197967.9,75
330,3,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice was having trouble with her girlfriend, because they both wanted different dogs (a golden retriever with a pink collar, and a beagle, maybe?) and Beatrice threatened that she would break up with her if they got the golden retriever. Eventually, they did end up breaking up and Beatrice needed help from Charles finding a one bedroom apartment to stay at. ""}",181077.2,62
330,3,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin was the one who was having trouble with his boyfriend, who then proposed that they go to Hawaii together so that they could relax and bond together as a couple. ""}",180581.8,32
330,3,Sandra,unrelated,short,sideplot,"{""Q0"":""I think Sandra was the one that did not want the golden retriever with the pink collar but her girlfriend did, and when the girlfriend eventually got the dog, they broke up and Sandra needed a place to stay. ""}",180413.3,40
330,3,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles was a photographer who worked at a news outlet and was looking for a big break. His boss then told him that he was going to photograph the crooked senator and so he set up his photo and screamed \""smile\"" and got the perfect photo. He then went and wrote the article and emailed it to his boss but forgot to send the photo as well. When he was sitting at the park eating lunch with his mother, he realized that there was no photo and demanded a meeting with his boss, where he realized that he made the mistake. Charles worked in a gray room with stacks of paper and a camo digital camera on his desk. He wore a yellow scarf while working with in the office. He ran into Johnny at the press conference who asked him at his mashed potato recipe. He also ate cereal while at his desk before his boss told him about the press conference. He helped Melvin with his boyfriend/Hawaii problem, and he helped Sandra with her girlfriend/dog problem. ""}",360378.7,179
331,26,Sandra,coherent,long,sideplot,"{""Q0"":""artist, she was nervous about the woman in red at the art gallery and subsequently avoided her, people liked her art at the gallery, she wore a jacket, she wore hoops""}",181674.3,31
331,26,Melvin,coherent,short,sideplot,"{""Q0"":""he left pizza in his oven which started a grease fire in his apartment, he has a boyfriend, he needed recommendations for a flight to Hawaii (to vacation with his boyfriend), he has a relationship with the fire department (who had to go to his apartment after the grease fire)""}",191075.4,50
331,26,Beatrice,unrelated,short,sideplot,"{""Q0"":""a dog barked behind her door, she was looking either to move into a small apartment or meet a nice guy who was single""}",186435.4,24
331,26,Johnny,unrelated,long,sideplot,"{""Q0"":""good cook (made potatoes)""}",183659.8,4
331,26,Charles,mainplot,mainplot,mainplot,"{""Q0"":""charles = photographer --> wants to get his big break by snapping a photo of the mayor not smiling --> he does so, and once back at work, begins composing an email to his boss, but forgets to send it so it doesn't make it in the paper (and his boss is upset with him because he forgot to send any picture so the newspaper had to buy a photo) and he does not get the promotion he wanted\nhe sees his Mom, Ethel, weekly in the park (but he missed last week because he's so busy)\nall of his friends call/text/video chat him (frequently) for advice (Hawaii travels, art gallery pep-talk, apartment hunting, etc)\nhe's single\nhe ate yogurt for breakfast\nthe walls of his office are grey\nhe wore a yellow scarf\nhe borrowed a bike and after getting permission, found it in the mailroom""}",429125.8,140
332,3,Beatrice,coherent,long,sideplot,"{""Q0"":""She was talking to Bort about the problem is having with her girlfriend who is living with her. She said that her relationship was going rocky so her girlfriend decided to try to patch things up with a dog. But the problem is that Beatrice wants a Corgi while her girlfriend wants a lab. If they get a lab Beatrice would be really upset. So Bort decides to give some advice to Beatice, asking her to see if both of them can go to a local dog store together and pick a dog there. Beatrice said that would be a good idea. Later on we find out that her roommate got a lab without telling her and now she is moving out of their apartment and is asking for some 1 bedroom singles to move into for the time being.""}",234375.5,140
332,3,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra was talking about how she is going on a blind date with a stranger online. She has no clue how he looks like, but online he seems funny and engaging. She then goes to an art area and tells us that she is being hounded by several art dealers asking her to paint for them. And eventually when she ends the call with Bort she walks past someone who is important, maybe the secretary for the mayor?""}",180937.6,78
332,3,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin was doing an audition for hamlet. He was dressed up and trying to get the role for either Hamlet or Ophelia with his to be or not to be dialogues. There weren't many people auditioning for the roles so he said he had a good chance of being selected. I believe Melvin is also the person to call Charles Bort about needing a cleaning service to help him because he burnt cheese on his stove top and that is all blackened now. He did claim that burnt cheese tasted good. ""}",181724.1,92
332,3,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt was the person who was asking Charles Bort on if he knew where his grandma's special recipe was. He had lost it and his grandmother only gave him one copy. He really needed it because he wanted to make something special for his boyfriend because they were going through some arguements. Later on Johnny tells Charles that he has patched up with his boyfriend and that his boyfriend said that he was being too hard on Pratt and decided they should go to Hawaii to relieve some stress. He also asks Charles on if he wants some of the cooking he made and Charles happily agrees to have some. I think the recipe had something to do with muffins.""}",183818,121
332,3,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort was trying to get a promotion in his newspaper job. He thought by creating an articles and taking photos of the scandalous mayor would be enough to get him the job, but he accidentally never sent the photo to his boss, which caused his boss to pay for another photo. This costed him his promotion and left Charles in a bad mood. \n\nHe also had a meeting with his mom at the park where he forgot to bring food and had to shared a tuna sandwich with his mom. His mom questioned him on if he had a life and that he needed a relationship, but Charles answered with the fact that he needed a promotion in his job.\n\nCharles went to the mayor press conference with other reporters and had to wait for the mayor because the mayor was busy dropping off his daughter. He made small talk with another reporter and they laughed at this remark. \n\nAt the beginning of the day we saw Charles at his desk eating through greek yogurt.\n\nI Remember what the recipe was about. It was a mashed potato recipe that Johnny needed and offered to Charles.  \n\nhis friends are Beatrice, Miles, Johnny, and Sandra.""}",367195.7,203
303,21,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra Mayes is an artist. She was nervous about her exhibition because a lady wearing a red sports jacket was going to be attending. She called her friend to tell him that she was nervous about all the philanthropists that were going to be watching her artwork. Her exhibition went well and she ran into the intimidating lady with the red sports jacket on the way out but she was too busy on her phone to realize. She called her friend once again after her show was over to share the exciting news.""}",199910,93
303,21,Johnny,coherent,long,sideplot,"{""Q0"":""Johnny Pratt lost his American Express credit card. He also lost it on the day he had to pay his mortgage payment after he had missed the deadline. Because of this, he was in a hurry and had to run off to go find it. ""}",194140.6,46
303,21,Beatrice,unrelated,short,sideplot,"{""Q0"":""Beatrice Small had a disease called neuroarthritis. She called her friend to tell him that she needed to raise 100 dollars before her run. Her running was a form of exercise which her doctor recommended she do to ease her pain and discomfort from the condition she has. Her friend donated 50 dollars to the cause she was running for.""}",190733.1,60
303,21,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin Doyle called his friend after he went dumpster diving to look for his house keys. He video called after he was dirty from going through his dumpster in hopes of finding his keys. He did not find his keys in the end.""}",194974.9,43
