subject,version,character,act,event,coherence,lag,correct_detail,correct_order,response_detail,response_order,notes,rater
621,22,charles,1,A,mainplot,mainplot,"It was Charles Bort’s big break: there was finally a scandal he could photograph.
For weeks, local journalists had been hounding Mayor Frank about his abuse of power.
Now, Charles would have his turn, to photograph the Mayor as he responded to impeachment.
Early Tuesday morning Charles shivered in the grey-walled newsroom wearing his yellow scarf.
His boss was due any minute with word of where and when the Mayor could be photographed.
Charles impatiently devoured many spoonfuls of Greek yogurt behind the piles on his desk.
Photos were bursting from manila folders and weeks of newspapers with post-its.
Charles studied each photo, the angles too forgiving, the Mayor smiling too much.",1,"Charles Bort is a photographer for the local newspaper, and the mayor of the city, who he does not like, is in trouble and might be impeached soon. So, Charles wants to get a good picture of the mayor for the newspaper's upcoming story about him.",1,,eb
621,22,melvin,1,B,unrelated,long,"Charles was interrupted by a video call from Melvin Doyle.
Melvin said, “Hey, Charles, I dove into the dumpster this morning!”
“I bet that sounds really weird,” Melvin suggested, and Charles nodded in assent.
“Well, I thought I dropped my keys in there, why else would I go around ruining my white coat?”
“Anyways, now I’m locked out of my house and must locate my keys in time,” he explained.
“There’s this New York-style pizza I have in the oven, and it might be the best dish I’ve ever made!”
“But I might have left the oven on, so I should probably run back there as soon as possible.”
Melvin looked worrisome at Charles before blurting out, “Oops!” and ending the call.",2,,,,eb
621,22,charles,1,B,mainplot,mainplot,"The newsroom was quiet, but Charles could make out footsteps approaching from the echoing hallway.
Charles knew those heavy steps, as they belonged to the managing editor, Charles’ boss.
The wooden door creaked open, and Charles called out, “What’s doing, boss?”
“Don’t get cozy, you got a date with Mayor Frank’s press conference in twenty minutes.”
“Twenty minutes?!” Charles yelled, “How the hell am I getting to City Hall in twenty minutes?”
Charles scrambled to pack his Nikon camera, detachable flash, and extra batteries.
Charles ran to the exit and his boss yelled, “Don’t forget to send me the photo!”
“Take my bicycle, it’s in the mailroom,” the managing editor continued as Charles rushed out of the room.",3,He finds out from the head editor at the newspaper that the mayor is about to give a press conference and so he has to hurry and try to get down to the place where the press conference will happen which I think was the mayor's house. The head editor allows Charles to use his bike to get their faster as Charles remarks that he doesn't think he could make it in time. Charles wants to get a promotion at the newspaper and he thinks that getting this picture will help him in getting that promotion if it is a good picture.,2,,eb
621,22,charles,1,B,mainplot,mainplot,"The newsroom was quiet, but Charles could make out footsteps approaching from the echoing hallway.
Charles knew those heavy steps, as they belonged to the managing editor, Charles’ boss.
The wooden door creaked open, and Charles called out, “What’s doing, boss?”
“Don’t get cozy, you got a date with Mayor Frank’s press conference in twenty minutes.”
“Twenty minutes?!” Charles yelled, “How the hell am I getting to City Hall in twenty minutes?”
Charles scrambled to pack his Nikon camera, detachable flash, and extra batteries.
Charles ran to the exit and his boss yelled, “Don’t forget to send me the photo!”
“Take my bicycle, it’s in the mailroom,” the managing editor continued as Charles rushed out of the room.",3,"Before Charles had left the office, the head editor had reminded him that he must email the picture to him in time for the paper",5,,eb
621,22,johnny,1,B,coherent,long,"A while later, as Charles turned, he nearly collided with Johnny Pratt.
“Sorry man,” muttered Johnny, tilting his head back and forth as he scanned the area.
“Hey Charles, he said, “Any chance you’ve seen my American Express card lying nearby?”
“Actually, I haven’t,” said Charles, “And did you happen to lose that around the office?”
“It’s a bit embarrassing, but I forgot that my mortgage payment was past due,” he replied.
“You see, the payment was late, but the bank gave me an extension only if I use my credit card.”
“They’re letting me make the next payment by the end of the day,” Johnny continued, “Or else I’ll lose everything.”
“The bank closes in a few hours, so I better find that credit card!” Johnny explained as he walked away.",4,"Also, he saw another friend of his on the sidewalk as he was looking for his credit card because he had lost it and needed to use it to make what would otherwise be a late payment on his house or he would be kicked out as the bank would seize his assets (he doesn't seem very responsible). ",8,,eb
621,22,charles,1,C,mainplot,mainplot,"Twenty minutes later Charles chained the bike to a meter by the marble City Hall steps.
A crowd had formed on the steps around the mayor’s podium, but Charles could not see the mayor.
He needed a better vantage point, so he maneuvered all the way to the front of the crowd.
Since the mayor was late, the other local reporters and photographers stood around chatting.
A woman with a small camera and notepad stood next to Charles, scribbling away.
Charles got her attention, and he asked, “Any idea why Mayor Frank is running late?”
She chuckled, “Apparently he dropped his daughter off at school, though he never does that.”
“I guess he wants us to go easy,” Charles laughed heartily, “But too bad he’s a crook!”",5," He gets to the scene, and he sees a reporter friend of his. They talk for a little bit but then",3,,eb
621,22,beatrice,1,B,coherent,short,"A tremor ran through his leg, as his phone received a text from Beatrice Small.
“I know you’re probably busy,” Beatrice texted frantically, “But, I’m up against a deadline.”
“I need to raise at least a hundred dollars to bike in the marathon an hour from now.”
“And you think I have that kind of money?” Charles replied, “I’m not that rich.”
“My doctor diagnosed me with seronegative arthritis,” Beatrice explained, “And I’m trying to fight the pain.”
“He said exercise helps with the pain, so I want to test that to the extreme!”
“What if I donate fifty dollars to your cause,” Charles offered, “Would that be enough?”
“That would be fantastic, thanks so much!” replied Beatrice before putting her phone away.",6,"In between, he pledged to give $50 to Sandra Mayes, his friend, to help her bike in a marathon (she had asked for $100 but Charles must not be flush with money because he says he cannot afford that).",7,Mistakes Beatrice for Sandra,eb
621,22,charles,1,D,mainplot,mainplot,"Charles compulsively checked his watch, expecting the Mayor to arrive at any moment.
He adjusted the lighting and focus on his camera, preparing to catch the Mayor off-guard.
Charles aimed the camera at the podium as he imagined capturing Mayor Frank’s real, non-rehearsed facial expressions.
The crowd grew silent as the rumble of a police vehicle approached, then cut its engine.
It escorted an automobile from which Mayor Frank emerged with two security guards.
As soon as the Mayor reached the podium one journalist yelled, “Why did you graffiti the courthouse?”
The Mayor replied, but seeing his opportunity, Charles exclaimed “Smile, Mr. Mayor!”
The Mayor glared at the camera, providing Charles the photograph that could make his career.",7,"  are interrupted by the mayor coming out to give his planned remarks. The mayor is about to answer a question when Charles shouts at him, getting his attention in a way the mayor did not plan for, and Charles gets a picture of him not smiling (previously, the mayor had been smiling the entire time and Charles did not think this was adequate for the newspaper).",4,,eb
621,22,sandra,1,B,unrelated,short,"Charles was caught off guard as he received a call from Sandra Mayes.
“My first mural show starts tonight,” she said, “And a lot of sponsors are coming.”
“I get headaches from dealing with just a few people, let alone a hundred philanthropists!”
“Aren’t they supposed to purchase your art,” Charles began, but Sandra sighed.
“The short critic with the red sportscoat hates murals, and they always listen to her.”
“Don’t worry about her,” said Charles, “Do you want me to come and keep you company?”
“Maybe,” replied Sandra, “Because see, when she actually likes artists, she starts following them around!”
“So, I might be less anxious if you keep her from talking to me,” she continued before hanging up.",8,"Charles also talks to his friend who has an art show coming up. He tells her that he will attend the art show. She is nervous because a critic who influences the other critics and philanthropists will be there. If she likes the artist, she follows the artist around, but if she doesn't like the artist, the other philanthropists also do not like the artist. So, Charles' friend is nervous and asks him there for support and help. ",12,,eb
621,22,charles,1,E,mainplot,mainplot,"Two hours later, Charles arrived at the newsroom, almost out of breath from the bike ride over.
He quickly walked through the empty hallway and made his way to his disorganized desk.
Charles sat down and without any moment to spare, he reached for his camera.
One by one, Charles closely observed each photograph he had taken, looking for the one that would be his crowning achievement.
“Aha, this is it!” Charles exclaimed to himself as others in the room looked to his direction.
Embarrassed, Charles leaned into his computer screen and began frantically drafting an email with the attached photograph.
He was interrupted by the secretary who walked in and asked, “How was the press conference, Charles?”",9,"So, Charles gets the image that he wants and then he goes back to the office and is sweating but composes an email with the perfect picture to send to the editor, and he believes that this image will allow him to get the promotion that he is dreaming of.",6,,eb
621,22,charles,2,A,mainplot,mainplot,"Wednesday at noon, Charles scanned the local bus schedule and rushed to the bus stop.
He sat down on the bus stop bench, relieved that he had two minutes to spare until the next scheduled arrival.
Charles waited patiently as he read a just-received text from his mother about their meeting at the park.
A red double-decker bus approached, and its doors swung open before he could reply.
Charles boarded the bus and greeted the bus driver, “Hey, how’s it going?”
The bus driver refused to turn his head towards Charles and impassively muttered “Mmm.”
Charles dismissed the bus driver’s aloof response and continued down the aisle, scanning the rows for an open seat.
He sought a seat in the middle row and stared off into the distance, fantasizing about a possible promotion.",10,,,,eb
621,22,beatrice,2,B,coherent,short,"Moments later Beatrice Small stopped by, smiling ecstatically.
“It could have been a lot worse than this.” Beatrice chimed.
Charles noticed a concerning cast on her left arm. He asked, “Beatrice, are you okay?”
“Absolutely!” Beatrice exclaimed, “This is the least pain I’ve ever felt in my life!”
“My bicycle skidded out on a damp road, and I broke my fall with this arm.”
“That’s awful,” Charles replied, “Wasn’t it painful to keep using that arm?”
“Oh sure,” Beatrice said, “But I got back up, biked all the way back, and finished!”
“You should bike with me some time,” Beatrice suggested, smiling as she left.",11," Charles also at some point met up with Sandra and found out that she finished the race and felt a lot better because she had some condition but her doctor recommended exercising to help with it. However, Sandra broke her arm or at least hurt it badly by falling during the race. ",16,Mistakes Beatrice for Sandra,eb
621,22,charles,2,B,mainplot,mainplot,"Charles Bort ate lunch with his mother Ethel, but he obsessed about an overdue promotion.
Wednesday at noon, they sat on a green park bench, Charles sweating under his flat cap.
Ethel handed Charles half of her tuna salad sandwich as Charles apologized, “Sorry I missed last week, mom.”
“I’ve been trying to build my portfolio,” Charles continued as she took a bite of her own.
“Don’t worry about it,” Ethel replied calmly, “You know I’m very proud of you.”
“But Charles,” she continued, “Can you at least tell me you’re enjoying yourself these days?”
“That’s irrelevant, I’ll be more satisfied if I finally get promoted!” he replied.
“Come on,” said Ethel, “Charles, isn’t there some special person in your life?”",12,"Charles also goes to meet with his mom, Ethyl Bort, who has lunch with him since he missed their previous lunch outing. This lunch outing took place in the park.",9,,eb
621,22,charles,2,B,mainplot,mainplot,"Charles Bort ate lunch with his mother Ethel, but he obsessed about an overdue promotion.
Wednesday at noon, they sat on a green park bench, Charles sweating under his flat cap.
Ethel handed Charles half of her tuna salad sandwich as Charles apologized, “Sorry I missed last week, mom.”
“I’ve been trying to build my portfolio,” Charles continued as she took a bite of her own.
“Don’t worry about it,” Ethel replied calmly, “You know I’m very proud of you.”
“But Charles,” she continued, “Can you at least tell me you’re enjoying yourself these days?”
“That’s irrelevant, I’ll be more satisfied if I finally get promoted!” he replied.
“Come on,” said Ethel, “Charles, isn’t there some special person in your life?”",12,Charles has half of his mother's tuna salad sandwich at the park.,11,,eb
621,22,charles,2,B,mainplot,mainplot,"Charles Bort ate lunch with his mother Ethel, but he obsessed about an overdue promotion.
Wednesday at noon, they sat on a green park bench, Charles sweating under his flat cap.
Ethel handed Charles half of her tuna salad sandwich as Charles apologized, “Sorry I missed last week, mom.”
“I’ve been trying to build my portfolio,” Charles continued as she took a bite of her own.
“Don’t worry about it,” Ethel replied calmly, “You know I’m very proud of you.”
“But Charles,” she continued, “Can you at least tell me you’re enjoying yourself these days?”
“That’s irrelevant, I’ll be more satisfied if I finally get promoted!” he replied.
“Come on,” said Ethel, “Charles, isn’t there some special person in your life?”",12,Charles' mom also wanted Charles to get a date with a girl and it seemed like the one that hosted the art show might be interested,17,,eb
621,22,sandra,2,A,unrelated,short,"Charles suddenly received a video call from Sandra Mayes, who waved at the camera.
“I’m here at a café,” said Sandra, “I was hoping a man would be arriving.”
“Don’t tell me another date is standing you up again,” said Charles.
“Well, he’s over twenty minutes late, and I’ve yet to get a text from him,” said Sandra.
“Sandra, why are you wasting your time, you deserve much better,” said Charles.
Sandra slowly stood up from the chair and sighed, “I guess you’re right.”
As she headed towards the exit, in walked a long-haired man with sideburns and a leather jacket.
Sandra rolled her eyes and walked out, before ending the call.",13,,,,eb
621,22,charles,2,C,mainplot,mainplot,"Charles looked at his mother and asked her if she had seen his photograph.
“I don’t understand why they would take a photograph of a photographer,” Ethel mused.
“Don’t be silly, mom, the front-page photo I took of the Mayor!” Charles chided.
“You sent me that article link,” she explained, “But there wasn’t any photograph in it.”
“That can’t be,” he replied as he pulled out his phone, “The photo is supposed to tie the whole report together!”
Charles waited for the article to slowly load on his smartphone, clenching his teeth.
When the article finally appeared, Ethel complained, “I told you there was no photo!”
Charles cried, “But that photo’s my chance at becoming photography editor!”",14,His mom tells him that she saw the article online but did not see his picture which Charles dismisses a little bit  (it seems although he doesn't outright say this but it seems he doesn't quite believe his mom).,10,,eb
621,22,charles,2,C,mainplot,mainplot,"Charles looked at his mother and asked her if she had seen his photograph.
“I don’t understand why they would take a photograph of a photographer,” Ethel mused.
“Don’t be silly, mom, the front-page photo I took of the Mayor!” Charles chided.
“You sent me that article link,” she explained, “But there wasn’t any photograph in it.”
“That can’t be,” he replied as he pulled out his phone, “The photo is supposed to tie the whole report together!”
Charles waited for the article to slowly load on his smartphone, clenching his teeth.
When the article finally appeared, Ethel complained, “I told you there was no photo!”
Charles cried, “But that photo’s my chance at becoming photography editor!”",14,Charles checks the newspaper on his own and sees that his picture did not make it.,13,,eb
621,22,melvin,2,A,unrelated,long,"Charles was cut off by a phone call from Melvin Doyle.
“Hey Charles,” said Melvin, “Do you know what you’re doing a month from tonight?”
“I’m not yet sure,” he replied, “Why, is there something important next month?”
“Only yours truly taking the stage for a one-night performance,” he replied jubilantly.
“That’s fantastic,” said Charles, “I never doubted for a moment they’d let you perform!”
Melvin replied, “I’ll keep you posted on the date and tickets, so until then, wish me luck!”
“Oh, what a noble mind is overthrown!” Melvin blurted in a high falsetto.
He returned to his normal voice, proclaiming, “You’ll be hearing more of that in a month!”",15,,,,eb
621,22,charles,2,D,mainplot,mainplot,"An hour later, Charles walked quickly up the stairs to the newspaper’s administrative office.
He traversed several aisles of grey-walled cubicles to the managing editor’s closed door.
“He’s in a meeting,” explained the secretary at the long desk adjacent to the door.
“But it’s urgent,” said Charles, “It’s about today’s paper, he needs to hear it now.”
“It’s a bit late for that,” replied the secretary, who held out a fresh print of the evening paper.
Charles took hold of it and scanned the photo of a smiling mayor on the front cover.
“This is wrong!” he shouted, “I need to speak to him now, it’s the wrong photo!”
“Look Charles, just take a seat over there, and I’ll let you know when he’s ready.”",16, He goes to the office to find out why. The secretary for the editor tells him he has to wait. He doesn't want to but he does ,14,,eb
621,22,johnny,2,B,coherent,long,"Charles was surprised by a text from Johnny Pratt.
Johnny texted, “Charles, any chance you know a lawyer who does financial cases?”
Charles replied, “No, but don’t tell me you got yourself into trouble again.”
“Not exactly,” he responded anxiously, “But the bank’s coming after me.”
“Maybe I could have been more careful. Anyways, I really could use legal representation,” he continued.
“Also,” Johnny added in a subsequent text, “Could I crash on your couch for a while?”
Charles replied, “Of course, you know you can stay at my place if need be, and I’ll ask around about the lawyer.”
“Oh, one more thing the lawyer has to be okay with no payment up front, since I’m now broke,” Johnny explained.",17,"At the end, Charles talks with his financially irresponsible friend again who discloses that he was not able to find his credit card and that he needed a lawyer and that he would need a place to crash for the next couple of days to which Charles says he will help with both.",18,,eb
621,22,charles,2,E,mainplot,mainplot,"Just then the managing editor’s door swung open, and the secretary waved Charles in.
The managing editor sat in a tall leather chair at his mahogany desk, placing his pen down.
“What can I do for you, Charlie-boy,” he asked, looking up from his computer screen.
“There’s a big problem,” Charles said gravely, “You got the wrong photograph on the cover!”
“Oh, you mean the photograph we had to buy since you didn’t do your job,” he replied.
“No way,” said Charles, “I sent you the perfect picture of the mayor yesterday morning!”
Charles suddenly realized he had never pressed “Send” on the email, and his boss was right.
“Never mind,” Charles relented, and left to sulk at his desk, with no promotion.",18,"and when he finally gets to go to his office, he finds out that his image was never sent to the editor so the newspaper had to buy an image. He realizes that he never pressed send on the email and that he will not get the promotion.",15,,eb
621,22,beatrice,1,A,,,"A tremor ran through his leg, as his phone received a text from Beatrice Small.
“Sorry to bug you right now,” Beatrice texted anxiously, “But, I’m having a bit of a dilemma.”
“My girlfriend and I are having trouble agreeing on whether to adopt a lab or a corgi.”
“Is this really that important?” Charles replied, “I don’t know anything about dogs.”
“It’s been rocky the past week,” she replied, “And my girlfriend thought a dog would make things easier.”
“But if she insists on adopting a Labrador with a Pink collar, I’m moving out!”
“Why don’t you go to the animal shelter together,” Charles suggested, “And try to agree there?”
“That’s a great idea, thanks for the advice!” replied Beatrice before putting her phone away.",N/A,,,,eb
621,22,beatrice,2,A,,,"Moments later Beatrice Small stopped by, looking downcast.
“This is one of the worst days I’ve had in a while,” Beatrice said.
Charles noticed a crumpled tissue in her right hand and asked, “Beatrice, are you okay?”
“Not really,” Beatrice continued, “I have to find another place to live, and soon!”
“When I came home, this Labrador in a pink collar was barking behind my front door.”
“Oh,” said Charles, “Is there anything I can do to help with the process?”
“Sure,” said Beatrice, “If you know of any one-bedroom apartments, let me know!”
“Or any good-looking singles,” Beatrice quipped as she left.",N/A,,,,eb
621,22,melvin,1,A,,,"Charles was interrupted by a video call from Melvin Doyle.
Melvin said, “Hey, Charles, I’m just on the way to my big audition right now.”
“Can you guess which play it’s for?” Melvin quizzed, but Charles just shook his head.
“It’s Shakespeare’s Hamlet, why else would I go around wearing this Elizabethan collar?”
“They’re short on actors, so if they like me, I could end up playing Hamlet or Ophelia.”
“I had to prepare two monologues, including Hamlet’s, ‘to be or not to be’ speech.”
“I’ll do Ophelia’s speech in a falsetto, ‘O what a noble mind is overthrown.”
Melvin waved goodbye at Charles, saying “Wish me luck!” before ending the call.",N/A,,,,eb
621,22,melvin,2,B,,,"Charles was cut off by a phone call from Melvin Doyle.
“Hey Charles,” said Melvin, “Do you happen to know a good house-cleaning service in town?”
Melvin continued, “Also, I found out burnt cheese actually tastes delicious.”
Charles looked puzzled and replied, “I know a couple housekeepers. What exactly do you need to get cleaned?”
“Only a fully charred, ashy kitchen from a grease fire,” he replied surprisingly.
“Oh no,” said Charles, “I guess that’s what happens when you’re not careful.”
Melvin exclaimed, “Yeah, thank goodness the fire department has a spare key to my place.”
“Anyways, I’d appreciate you sending along the cleaners’ names when you get home!”",N/A,,,,eb
621,22,sandra,1,A,,,"Charles was caught off guard as he received a call from Sandra Mayes.
“I have a blind date tomorrow,” she said, “And I’m getting really nervous.”
“I met this guy online, who’s really witty, but I don’t know what he looks like.”
“Isn’t that the point of a blind date,” Charles began, though he was interrupted by Sandra.
“He might be the guy who broke my friend’s heart, this smooth-talking womanizer type.”
“Well, that would be interesting,” said Charles, “You want some kind of advice from me?”
“No,” replied Sandra, “But, if he’s the guy with long hair, sideburns, and a leather jacket, he’ll be sorry.”
“Thanks though, I just wanted someone to talk to,” she continued before hanging up.",N/A,,,,eb
621,22,sandra,2,B,,,"Charles suddenly received a video call from Sandra Mayes, who waved at the camera.
“I’m here at a café,” said Sandra, “I was worried someone I met would be arriving.”
“A dozen philanthropists are hocking me to paint their mansions,” said Sandra.
“Are you telling me that you had way too much of a good time at the show?” said Charles.
“You shouldn’t be worried, you could make a fortune off them,” Charles continued.
Sandra slowly stood up the chair and muttered, “There’s just too many of them.”
As she headed towards the exit, in walked a short woman with a red sportscoat.
Sandra avoided making eye contact with her and walked out, before ending the call.",N/A,,,,eb
621,22,johnny,1,A,,,"A while later, as Charles turned, he nearly collided with Johnny Pratt.
“Sorry man,” muttered Johnny, tilting his head back and forth as he scanned the area.
“Hey Charles,” he said, “Have you seen my mashed potato recipe lying around here?”
“No, I haven’t,” said Charles, “And what are you doing with a mashed potato recipe?”
“It’s a family recipe, and my grandmother wrote out only one copy for me,” he replied.
“I really need to make my grandmother’s mashed potato for dinner to make things better.”
“You see,” Johnny continued, “My boyfriend’s real upset that I’ve been so unavailable lately.”
“But if I don’t make it up to him, he might move out, so I better find the recipe!” Johnny explained as he walked away.",N/A,,,,eb
621,22,johnny,2,A,,,"Charles was surprised by a text from Johnny Pratt.
Johnny texted, “Charles, any chance you know a cheap airline to Hawaii?”
Charles replied, “No, but tell me, is there some special occasion you’re celebrating?”
“Not exactly,” he responded, “My boyfriend thought that Hawaii would be a relaxing place to visit.”
“He wanted to do something nice for me,” Johnny continued.
“Oh!” Johnny added in a subsequent text, “You want some leftover potatoes?”
Charles replied, “Of course, you know how much I always look forward to your cooking, and I’ll ask around about airline tickets.”
“Thanks, he’s sorry for being too tough on me, and now he wants to make up for it,” Johnny explained.",N/A,,,,eb
622,25,charles,1,A,mainplot,mainplot,"It was Charles Bort’s big break: there was finally a scandal he could photograph.
For weeks, local journalists had been hounding Mayor Frank about his abuse of power.
Now, Charles would have his turn, to photograph the Mayor as he responded to impeachment.
Early Tuesday morning Charles shivered in the grey-walled newsroom wearing his yellow scarf.
His boss was due any minute with word of where and when the Mayor could be photographed.
Charles impatiently devoured many spoonfuls of Greek yogurt behind the piles on his desk.
Photos were bursting from manila folders and weeks of newspapers with post-its.
Charles studied each photo, the angles too forgiving, the Mayor smiling too much.",1,There is a town that has scandalous mayor who has done bad things and been very greedy and twisted. A large press conference is supposed to take place regarding his impeachment. Charles borth works for a head editor at a magazine - he wants a promotion to head photo editor; Charles while sitting at his cluttered desk and eating a bowl of greek yogurt realizes that this could be his big moment,1,,aid
622,25,charles,1,A,mainplot,mainplot,"It was Charles Bort’s big break: there was finally a scandal he could photograph.
For weeks, local journalists had been hounding Mayor Frank about his abuse of power.
Now, Charles would have his turn, to photograph the Mayor as he responded to impeachment.
Early Tuesday morning Charles shivered in the grey-walled newsroom wearing his yellow scarf.
His boss was due any minute with word of where and when the Mayor could be photographed.
Charles impatiently devoured many spoonfuls of Greek yogurt behind the piles on his desk.
Photos were bursting from manila folders and weeks of newspapers with post-its.
Charles studied each photo, the angles too forgiving, the Mayor smiling too much.",1,It is also important to note that charles was wearing a yellow scarf this whole time.,17,,aid
622,25,johnny,1,B,unrelated,long,"A while later, as Charles turned, he nearly collided with Johnny Pratt.
“Sorry man,” muttered Johnny, tilting his head back and forth as he scanned the area.
“Hey Charles, he said, “Any chance you’ve seen my American Express card lying nearby?”
“Actually, I haven’t,” said Charles, “And did you happen to lose that around the office?”
“It’s a bit embarrassing, but I forgot that my mortgage payment was past due,” he replied.
“You see, the payment was late, but the bank gave me an extension only if I use my credit card.”
“They’re letting me make the next payment by the end of the day,” Johnny continued, “Or else I’ll lose everything.”
“The bank closes in a few hours, so I better find that credit card!” Johnny explained as he walked away.",2,"However, on his way out he runs into jonny pratt. Jonny prat is very frazzled because his house is going for mortage since he forgot to pay his bank loans and the bank will not give it back to jonny unless he pays with his amex credit card; however, jonny cannot locate his credit card and therefore asks charles if he has seen it. Charles explains that he has not seen the credit card.",3,,aid
622,25,charles,1,B,mainplot,mainplot,"The newsroom was quiet, but Charles could make out footsteps approaching from the echoing hallway.
Charles knew those heavy steps, as they belonged to the managing editor, Charles’ boss.
The wooden door creaked open, and Charles called out, “What’s doing, boss?”
“Don’t get cozy, you got a date with Mayor Frank’s press conference in twenty minutes.”
“Twenty minutes?!” Charles yelled, “How the hell am I getting to City Hall in twenty minutes?”
Charles scrambled to pack his Nikon camera, detachable flash, and extra batteries.
Charles ran to the exit and his boss yelled, “Don’t forget to send me the photo!”
“Take my bicycle, it’s in the mailroom,” the managing editor continued as Charles rushed out of the room.",3,"Charles editor comes in and tells him to go to the press conference. Charles gathers his nikon camerea and its many attachments but tells his editor he cannot make it to the conference in time (20 minutes). His editor tells charles to get the editor's bike from the basement, charles complies and heads out.",2,,aid
622,25,sandra,1,B,coherent,long,"Charles was caught off guard as he received a call from Sandra Mayes.
“My first mural show starts tonight,” she said, “And a lot of sponsors are coming.”
“I get headaches from dealing with just a few people, let alone a hundred philanthropists!”
“Aren’t they supposed to purchase your art,” Charles began, but Sandra sighed.
“The short critic with the red sportscoat hates murals, and they always listen to her.”
“Don’t worry about her,” said Charles, “Do you want me to come and keep you company?”
“Maybe,” replied Sandra, “Because see, when she actually likes artists, she starts following them around!”
“So, I might be less anxious if you keep her from talking to me,” she continued before hanging up.",4,Charles also gets a call from sandra mayes who explains she is opening her art gallery tonight and lots of philanthropists wiull be there as will a women in a red sports blazer who apparently hates on artists work. Sandra asks charles to come to support her.,5,,aid
622,25,charles,1,C,mainplot,mainplot,"Twenty minutes later Charles chained the bike to a meter by the marble City Hall steps.
A crowd had formed on the steps around the mayor’s podium, but Charles could not see the mayor.
He needed a better vantage point, so he maneuvered all the way to the front of the crowd.
Since the mayor was late, the other local reporters and photographers stood around chatting.
A woman with a small camera and notepad stood next to Charles, scribbling away.
Charles got her attention, and he asked, “Any idea why Mayor Frank is running late?”
She chuckled, “Apparently he dropped his daughter off at school, though he never does that.”
“I guess he wants us to go easy,” Charles laughed heartily, “But too bad he’s a crook!”",5,Charles continues on his way to the press conference.,3,,aid
622,25,charles,1,C,mainplot,mainplot,"Twenty minutes later Charles chained the bike to a meter by the marble City Hall steps.
A crowd had formed on the steps around the mayor’s podium, but Charles could not see the mayor.
He needed a better vantage point, so he maneuvered all the way to the front of the crowd.
Since the mayor was late, the other local reporters and photographers stood around chatting.
A woman with a small camera and notepad stood next to Charles, scribbling away.
Charles got her attention, and he asked, “Any idea why Mayor Frank is running late?”
She chuckled, “Apparently he dropped his daughter off at school, though he never does that.”
“I guess he wants us to go easy,” Charles laughed heartily, “But too bad he’s a crook!”",5,"When Charles gets to the press conference he is setting up for the perfect shot, but the mayor is late. Another journalist explains that the mayor is ironically late because he is picking up his daughter from school - supposedly to put on a good guy act (he does not usually pick or drop her off).",6,,aid
622,25,melvin,1,B,unrelated,short,"Charles was interrupted by a video call from Melvin Doyle.
Melvin said, “Hey, Charles, I dove into the dumpster this morning!”
“I bet that sounds really weird,” Melvin suggested, and Charles nodded in assent.
“Well, I thought I dropped my keys in there, why else would I go around ruining my white coat?”
“Anyways, now I’m locked out of my house and must locate my keys in time,” he explained.
“There’s this New York-style pizza I have in the oven, and it might be the best dish I’ve ever made!”
“But I might have left the oven on, so I should probably run back there as soon as possible.”
Melvin looked worrisome at Charles before blurting out, “Oops!” and ending the call.",6,Charles runs into melvin doyle who is in a dirty white coat. Melvin explains the coat is dirty because he was dumpster diving to the find key to his apartment.,9,,aid
622,25,charles,1,D,mainplot,mainplot,"Charles compulsively checked his watch, expecting the Mayor to arrive at any moment.
He adjusted the lighting and focus on his camera, preparing to catch the Mayor off-guard.
Charles aimed the camera at the podium as he imagined capturing Mayor Frank’s real, non-rehearsed facial expressions.
The crowd grew silent as the rumble of a police vehicle approached, then cut its engine.
It escorted an automobile from which Mayor Frank emerged with two security guards.
As soon as the Mayor reached the podium one journalist yelled, “Why did you graffiti the courthouse?”
The Mayor replied, but seeing his opportunity, Charles exclaimed “Smile, Mr. Mayor!”
The Mayor glared at the camera, providing Charles the photograph that could make his career.",7,Finally the mayor pulls up in a police car and takes the podium. Charles gets the perfect shot of the mayor smiling.,8,,aid
622,25,beatrice,1,B,coherent,short,"A tremor ran through his leg, as his phone received a text from Beatrice Small.
“I know you’re probably busy,” Beatrice texted frantically, “But, I’m up against a deadline.”
“I need to raise at least a hundred dollars to bike in the marathon an hour from now.”
“And you think I have that kind of money?” Charles replied, “I’m not that rich.”
“My doctor diagnosed me with seronegative arthritis,” Beatrice explained, “And I’m trying to fight the pain.”
“He said exercise helps with the pain, so I want to test that to the extreme!”
“What if I donate fifty dollars to your cause,” Charles offered, “Would that be enough?”
“That would be fantastic, thanks so much!” replied Beatrice before putting her phone away.",8,Charles gets a call from beatrice smalls who asks if he has 100 dollars to fund her in a bike marathon. Charles says no that he is broke. Beatrice explains that her doctor told her to exercise to help manage the pain from her authritis. Charles offers 50 dollarrs which beatrice is very grateful to accept.,7,,aid
622,25,charles,1,E,mainplot,mainplot,"Two hours later, Charles arrived at the newsroom, almost out of breath from the bike ride over.
He quickly walked through the empty hallway and made his way to his disorganized desk.
Charles sat down and without any moment to spare, he reached for his camera.
One by one, Charles closely observed each photograph he had taken, looking for the one that would be his crowning achievement.
“Aha, this is it!” Charles exclaimed to himself as others in the room looked to his direction.
Embarrassed, Charles leaned into his computer screen and began frantically drafting an email with the attached photograph.
He was interrupted by the secretary who walked in and asked, “How was the press conference, Charles?”",9,Charles goes back to the office to upload the camera shots to his computer and forward them to the editor.,9,,aid
